deg,mos_pred,model
audio_32865350.wav,4.498640060424805,NISQA_TTS_v1
audio_33732504.wav,4.4315876960754395,NISQA_TTS_v1
audio_20285115.wav,3.730666399002075,NISQA_TTS_v1
audio_33984.wav,4.48994779586792,NISQA_TTS_v1
audio_17198.wav,3.1141207218170166,NISQA_TTS_v1
audio_32865344.wav,3.516139268875122,NISQA_TTS_v1
audio_26541914.wav,3.2342069149017334,NISQA_TTS_v1
audio_912.wav,3.0241503715515137,NISQA_TTS_v1
audio_32389264.wav,4.523256778717041,NISQA_TTS_v1
audio_30453348.wav,3.6424295902252197,NISQA_TTS_v1
audio_9157.wav,4.553595066070557,NISQA_TTS_v1
audio_16523.wav,3.3685052394866943,NISQA_TTS_v1
audio_9143.wav,4.069141387939453,NISQA_TTS_v1
audio_32755891.wav,4.624680042266846,NISQA_TTS_v1
audio_30532007.wav,3.91107439994812,NISQA_TTS_v1
audio_32886752.wav,4.02837610244751,NISQA_TTS_v1
audio_9396.wav,4.472771167755127,NISQA_TTS_v1
audio_20244.wav,3.4886324405670166,NISQA_TTS_v1
audio_33238.wav,3.493486166000366,NISQA_TTS_v1
audio_32371939.wav,4.433475017547607,NISQA_TTS_v1
audio_33322090.wav,4.085859298706055,NISQA_TTS_v1
audio_286.wav,2.933926820755005,NISQA_TTS_v1
audio_37267761.wav,4.456455707550049,NISQA_TTS_v1
audio_32359723.wav,4.4502997398376465,NISQA_TTS_v1
audio_31066985.wav,4.190249919891357,NISQA_TTS_v1
audio_20912685.wav,3.724177598953247,NISQA_TTS_v1
audio_33077997.wav,4.244239807128906,NISQA_TTS_v1
audio_1090.wav,4.548151969909668,NISQA_TTS_v1
audio_20286150.wav,2.9042317867279053,NISQA_TTS_v1
audio_3693.wav,3.6081137657165527,NISQA_TTS_v1
audio_20284747.wav,2.8735101222991943,NISQA_TTS_v1
audio_1084.wav,4.400113582611084,NISQA_TTS_v1
audio_35193035.wav,3.7191789150238037,NISQA_TTS_v1
audio_32260149.wav,4.308612823486328,NISQA_TTS_v1
audio_32887114.wav,4.261368274688721,NISQA_TTS_v1
audio_36405069.wav,3.505988121032715,NISQA_TTS_v1
audio_31378530.wav,3.405240535736084,NISQA_TTS_v1
audio_32259904.wav,3.7057957649230957,NISQA_TTS_v1
audio_36911481.wav,2.704606533050537,NISQA_TTS_v1
audio_30423452.wav,3.2535336017608643,NISQA_TTS_v1
audio_1735.wav,2.87239146232605,NISQA_TTS_v1
audio_1053.wav,2.3684186935424805,NISQA_TTS_v1
audio_32260161.wav,2.7968621253967285,NISQA_TTS_v1
audio_27632666.wav,4.142908096313477,NISQA_TTS_v1
audio_32544298.wav,3.789649724960327,NISQA_TTS_v1
audio_20330.wav,3.627380132675171,NISQA_TTS_v1
audio_20723647.wav,2.2279069423675537,NISQA_TTS_v1
audio_33732672.wav,3.9424588680267334,NISQA_TTS_v1
audio_33165571.wav,3.8924753665924072,NISQA_TTS_v1
audio_480.wav,4.584972858428955,NISQA_TTS_v1
audio_32248766.wav,4.360819339752197,NISQA_TTS_v1
audio_494.wav,3.559580087661743,NISQA_TTS_v1
audio_20442.wav,4.30064582824707,NISQA_TTS_v1
audio_30770663.wav,4.1617631912231445,NISQA_TTS_v1
audio_16866.wav,4.100830554962158,NISQA_TTS_v1
audio_32371871.wav,3.7815983295440674,NISQA_TTS_v1
audio_32389112.wav,4.354696750640869,NISQA_TTS_v1
audio_32836456.wav,4.821178436279297,NISQA_TTS_v1
audio_31966043.wav,3.7738616466522217,NISQA_TTS_v1
audio_2374.wav,4.179533004760742,NISQA_TTS_v1
audio_16899.wav,4.634166240692139,NISQA_TTS_v1
audio_33117124.wav,2.5401675701141357,NISQA_TTS_v1
audio_32826876.wav,4.149296283721924,NISQA_TTS_v1
audio_12427.wav,4.07958459854126,NISQA_TTS_v1
audio_325.wav,4.444097518920898,NISQA_TTS_v1
audio_30531644.wav,3.3844759464263916,NISQA_TTS_v1
audio_30531650.wav,4.285538673400879,NISQA_TTS_v1
audio_32688010.wav,4.453195095062256,NISQA_TTS_v1
audio_32259870.wav,2.227266311645508,NISQA_TTS_v1
audio_30531136.wav,3.8433074951171875,NISQA_TTS_v1
audio_32359864.wav,3.7008869647979736,NISQA_TTS_v1
audio_32756988.wav,4.197956085205078,NISQA_TTS_v1
audio_37811186.wav,4.1572957038879395,NISQA_TTS_v1
audio_43654.wav,3.239933729171753,NISQA_TTS_v1
audio_1127.wav,3.3901021480560303,NISQA_TTS_v1
audio_32260001.wav,4.180322170257568,NISQA_TTS_v1
audio_31966080.wav,4.584867000579834,NISQA_TTS_v1
audio_13711.wav,3.565507650375366,NISQA_TTS_v1
audio_32388998.wav,3.9621355533599854,NISQA_TTS_v1
audio_32397660.wav,3.506330728530884,NISQA_TTS_v1
audio_37038183.wav,3.404836416244507,NISQA_TTS_v1
audio_30536498.wav,2.9618489742279053,NISQA_TTS_v1
audio_32129136.wav,4.321446895599365,NISQA_TTS_v1
audio_32825614.wav,4.098998546600342,NISQA_TTS_v1
audio_33932733.wav,3.4301609992980957,NISQA_TTS_v1
audio_35064085.wav,4.079448699951172,NISQA_TTS_v1
audio_31965984.wav,2.975918769836426,NISQA_TTS_v1
audio_24368.wav,3.8124172687530518,NISQA_TTS_v1
audio_32699492.wav,4.345798969268799,NISQA_TTS_v1
audio_32698954.wav,4.542933464050293,NISQA_TTS_v1
audio_31063553.wav,3.3680269718170166,NISQA_TTS_v1
audio_104061.wav,3.5045926570892334,NISQA_TTS_v1
audio_32919648.wav,3.852977752685547,NISQA_TTS_v1
audio_35319997.wav,3.1564524173736572,NISQA_TTS_v1
audio_70.wav,4.307380199432373,NISQA_TTS_v1
audio_30191361.wav,3.6139655113220215,NISQA_TTS_v1
audio_30531334.wav,4.178221225738525,NISQA_TTS_v1
audio_45769.wav,4.040956974029541,NISQA_TTS_v1
