e3365dce-114e-4f49-91f5-6b84e15f76c2,../../_data/audios/common_voice_en_1.wav,READY,I'm interested only in the present.
07c9425f-3105-4c77-b80c-5b13e2b72099,../../_data/audios/common_voice_en_10056.wav,READY,It was the pure language of the world.
d37dc54a-d73a-4144-ab72-eece87fbe259,../../_data/audios/common_voice_en_10058.wav,READY,And that's where the power of love comes in.
687b67c6-4f60-4d2f-90bb-b90623ae77f6,../../_data/audios/common_voice_en_10.wav,READY,The boy looked out at the horizon.
2be5cf1b-0645-4159-9386-fe97247efe9f,../../_data/audios/common_voice_en_100025.wav,READY,The alchemist told the boy to place the shell over his ear.
d6a77036-0c5d-43ed-800e-bf44582a73e0,../../_data/audios/common_voice_en_10092.wav,READY,I'm all about those invisible cosmic connections that transcend time and distance.
689e5a92-d65f-4799-9e80-8453c5716c9b,../../_data/audios/common_voice_en_1012.wav,READY,I myself heard nothing of that.
e20ff863-f61f-43e2-b886-d5329ab8b8d2,../../_data/audios/common_voice_en_10059.wav,READY,"He dressed in his Arabian clothing of white linen, bought especially for this day."
0fdcdf85-28aa-4d59-a572-5fdf5deb5aba,../../_data/audios/common_voice_en_10219.wav,READY,To realize one's destiny is a person's only real obligation.
ee52798a-543d-4461-8fb2-5effb5252fd3,../../_data/audios/common_voice_en_10220.wav,READY,"They're not my sheep anymore, he said to himself, without nostalgia."
882ae626-16c9-4343-b834-0c1a064ba693,../../_data/audios/common_voice_en_10222.wav,READY,"On the following day, the first clear sign of danger appeared."
0d25f8e8-2c96-458f-877f-716aa8e6a853,../../_data/audios/common_voice_en_1023.wav,READY,But that was simply because my eye was tired.
04afebd6-b597-476a-9f9a-2325ded6857a,../../_data/audios/common_voice_en_10236.wav,READY,It was as if the world had fallen silent because the boys so had.
4c79e1a8-29ca-4b5b-a694-9dfc7ed747f4,../../_data/audios/common_voice_en_10239.wav,READY,He told me I should try to do so.
3174b80c-7c94-4486-87b4-3614b416d28a,../../_data/audios/common_voice_en_10240.wav,READY,"I've been looking for you all morning, he said as he led the boy outside."
386be3e6-e7f8-4b27-b624-45b6ea723025,../../_data/audios/common_voice_en_10241.wav,READY,There was a murmur from the crowd.
8f719c64-5541-49f1-8616-eb75b1ba041b,../../_data/audios/common_voice_en_10242.wav,READY,"Taking the jacket out, he began to clean the glasses."
3a2e1e1c-bb97-44c0-9faf-1dc596aa37c5,../../_data/audios/common_voice_en_10243.wav,READY,You have enough gold to buy many sheep and many camels.
b68d695f-a646-4554-85ae-dc6dd9dd9530,../../_data/audios/common_voice_en_10245.wav,READY,Men have never understood the words of the wise.
70ac5a8c-7135-4ec5-a052-2e0c4ff0055c,../../_data/audios/common_voice_en_10247.wav,READY,"I was scared, but wasted no time in going out and crossing the bridge to the sand pits."
d426e7c4-495a-4988-8c75-88e61c773623,../../_data/audios/common_voice_en_10248.wav,READY,Alchemy is a serious discipline.
3f8d1955-c04a-49d4-9e67-5315a8a780d0,../../_data/audios/common_voice_en_10250.wav,READY,What is it you're looking for? asked the old merchant.
38ff7c96-b186-4ec6-93e7-bd646da3cd7d,../../_data/audios/common_voice_en_10263.wav,READY,The sheep had taught him that.
5791d640-ee0f-458e-9bbc-ce914525b863,../../_data/audios/common_voice_en_10264.wav,READY,The men climbed the hill and they were tired when they reached the top.
a4a10e37-dd23-498c-8d43-239563379f33,../../_data/audios/common_voice_en_10279.wav,READY,Every day was there to be lived or to mark one's departure from this world.
659e9b04-10df-4336-b8ca-3cd5e0940716,../../_data/audios/common_voice_en_10283.wav,READY,He walked slowly through the market.
64b805e0-f864-43c8-b585-01059b6d57ad,../../_data/audios/common_voice_en_10287.wav,READY,The alchemist rode in front with the falcon on his shoulder.
78888a58-84dc-47f2-83f9-a4571b4910ca,../../_data/audios/common_voice_en_1036.wav,READY,A large portion of the cylinder had been uncovered.
471b084d-7a09-4044-b42b-1b5f5adb5315,../../_data/audios/common_voice_en_10362.wav,READY,"At the same time, people were passing my shop all the time, heading for Mecca."
c22bf9af-4592-4057-8427-b1d62170bea0,../../_data/audios/common_voice_en_1037.wav,READY,The guy thought he was a lunatic at large and made an unsuccessful attempt to stop him.
6aa15158-4b9c-422b-8142-c69743d58616,../../_data/audios/common_voice_en_1038.wav,READY,He got up early with the idea of finding it.
9bdfd08d-09a5-4411-b056-51ce1d7d55f3,../../_data/audios/common_voice_en_104061.wav,READY,He reached over and picked up a shell from the ground.
b8a801a6-d919-4025-bf46-f5433a478118,../../_data/audios/common_voice_en_10410.wav,READY,I just want to dream about Mecca.
2829fa00-90c6-4106-87e0-918f20fc77b9,../../_data/audios/common_voice_en_10411.wav,READY,And he immediately felt peace in his heart.
0f329b23-8a51-41fe-a20d-7d8d4718a057,../../_data/audios/common_voice_en_10412.wav,READY,It was more activity than usual for this time of the morning.
ff385d8a-2f50-4848-bf03-221bfe817f3c,../../_data/audios/common_voice_en_1043.wav,READY,The other son was a poet and delighted all of Rome with his beautiful verses.
72eee09d-1d67-403b-a499-ecf8c7218c1d,../../_data/audios/common_voice_en_10455.wav,READY,Fatima appeared at the entrance to the tent.
7d497204-1e7f-44ef-a8a8-f486840669c3,../../_data/audios/common_voice_en_10484.wav,READY,"You can't be the wind, the wind said."
2d89be7b-5aa7-4aa0-890e-115cca17e66c,../../_data/audios/common_voice_en_10487.wav,READY,But he kept the sword in his hand.
6ca8bf3b-7b08-4d27-85f7-9ccee05e4aeb,../../_data/audios/common_voice_en_10489.wav,READY,"From here on, you will be alone, the Alchemist said."
9ee8daab-e5ad-4fcd-97b1-50aaf587503b,../../_data/audios/common_voice_en_10504.wav,READY,To continue his search for the treasure meant that he had to abandon Fatima.
f195990f-4596-4d65-9591-a168b0234382,../../_data/audios/common_voice_en_10482.wav,READY,But he had found a guide and didn't want to miss out on an opportunity.
20693ab6-3262-4593-8c32-907056ea3b4e,../../_data/audios/common_voice_en_10492.wav,READY,He was going to miss the place and all the good things he had learned.
b9eb9e08-e665-4152-94b1-49d11e7d7dfd,../../_data/audios/common_voice_en_10508.wav,READY,They filled three sacks.
2c22ecf1-8b5f-4415-8733-d5eb60fd70e1,../../_data/audios/common_voice_en_10471.wav,READY,For a moment everything was dark and scary.
4e087501-9a88-4a04-8d3a-c75b11ae8a3b,../../_data/audios/common_voice_en_105242.wav,READY,"it's called the principle of favorability, beginner's luck"
b61556f3-4c3d-4f0e-a0bd-3d6f5bdcda6c,../../_data/audios/common_voice_en_1053.wav,READY,Hires two personal trainers and make one of them train the other one. Oh.
ae2155c4-edfd-4ba9-acd6-8c9651565867,../../_data/audios/common_voice_en_10646.wav,READY,The Heather was on fire and you could see a thin blue smoke rising up slowly.
12372393-d8af-48db-8044-a8eab937613b,../../_data/audios/common_voice_en_10659.wav,READY,"Yet, it was a little too large for assurance."
05a7f8bc-7323-4a01-90ca-7491e5461d40,../../_data/audios/common_voice_en_10696.wav,READY,"So then try, he said to the Englishman."
a1ec12c7-eda1-4f31-b8cd-bea6ba200b9d,../../_data/audios/common_voice_en_10699.wav,READY,"Maybe we're all that way, the boy mused."
f2af42cc-c2dd-43f4-9390-8794b046d2de,../../_data/audios/common_voice_en_10702.wav,READY,"Whenever he could, he sought out a new road to travel."
33fe59b5-6a3a-43e8-b878-4964d536cf5d,../../_data/audios/common_voice_en_10706.wav,READY,Then she filled her vessel with water and left.
269ec574-c1b7-45c7-b0ea-79e115482556,../../_data/audios/common_voice_en_10710.wav,READY,"Well, he thought about that, the old man said."
a765f603-528e-42c0-b2ce-271bf35ec841,../../_data/audios/common_voice_en_1077.wav,READY,and he hadn't perceived them because he had become accustomed to them.
f5b1b0c4-5956-4201-9f8b-6d68d00d5df0,../../_data/audios/common_voice_en_1078.wav,READY,"Who told you that? asked the boy, startled."
3b8cef3b-4c14-410d-a73b-d395caf30752,../../_data/audios/common_voice_en_10784.wav,READY,"He had studied Latin, Spanish and theology."
5a25ad4f-f85f-4b44-9403-ca56ea247e7c,../../_data/audios/common_voice_en_1079.wav,READY,There was a full moon and the boy told the Englishman the story of his life.
3b408a91-5e84-44b9-9888-3c2e14fd2320,../../_data/audios/common_voice_en_1080.wav,READY,The Englishman said nothing.
ce297a14-67c4-469c-93f5-abf86ad94e7e,../../_data/audios/common_voice_en_1082.wav,READY,That doesn't happen to just anyone.
59693eb3-ecc3-4b9d-b1e0-c0f01e1e1472,../../_data/audios/common_voice_en_106078.wav,READY,Why do they make things so complicated? He asked the Englishman one night.
5f9930cf-31aa-4ec0-b17b-7968f3181149,../../_data/audios/common_voice_en_1081.wav,READY,The alchemist erased the circle in the sand and the snake slithered away among the rocks.
76051954-f748-4a3a-8918-b97a72c48a73,../../_data/audios/common_voice_en_1054.wav,READY,Air was either entering or escaping at the rim with a thin sizzling sound.
853e1be0-ab40-4007-9739-3b3df17071de,../../_data/audios/common_voice_en_1083.wav,READY,"Many people in Berkshire, Surrey, and Middlesex must have seen it."
5b770137-9d9d-4233-992f-ca42914bf5d9,../../_data/audios/common_voice_en_10832.wav,READY,That night there was another jetting out of gas from the distant planet.
c63ca008-5b72-4982-97c8-b81cd44686a9,../../_data/audios/common_voice_en_1084.wav,READY,"Somewhere you are holding the person I love, the boy said."
524b2584-55b0-432d-b652-0d3c343a9413,../../_data/audios/common_voice_en_10854.wav,READY,The caravan would be very lucky to reach the oasis.
16307340-71ed-4526-83f7-b66eef36e516,../../_data/audios/common_voice_en_10856.wav,READY,They dismounted and the alchemist said nothing.
240f3773-e7c9-48a6-8493-ced526a939df,../../_data/audios/common_voice_en_10858.wav,READY,He decided to concentrate on more practical matters.
cfae133f-a776-4f3e-b49f-7f4104d12713,../../_data/audios/common_voice_en_1086.wav,READY,"If I could, I'd write a huge encyclopedia just about the words luck and coincidence."
3be146be-843b-41e8-aaee-f92da2551916,../../_data/audios/common_voice_en_1087.wav,READY,"I've crossed these sands many times,"" said one of the camel drivers one night."
9376a4ae-30af-489e-a6cd-081845a6b777,../../_data/audios/common_voice_en_1088.wav,READY,"Go and speak to the tribal chieftains, said the camel driver."
881d6877-4c34-4e4a-a8e0-afc7a364b55e,../../_data/audios/common_voice_en_1089.wav,READY,just by looking at them.
9a8f6df2-323d-43fd-bcf9-b9b42ebb604f,../../_data/audios/common_voice_en_10899.wav,READY,People continued to come and go from the baker's shop.
b4ec5bd8-0699-4423-92ef-c8b2099e241f,../../_data/audios/common_voice_en_1090.wav,READY,It was only when I got this close to it that the strangeness of it was at all evident to me.
adf4d18c-8f4a-4fb7-820a-103a7273dc8e,../../_data/audios/common_voice_en_10900.wav,READY,"It's true enough, the boy thought ruefully."
933e2242-7582-4e6d-ab54-55f01bd1a816,../../_data/audios/common_voice_en_10901.wav,READY,The boy noticed that the man's clothing was strange.
b142a40a-76c5-43cc-aa73-6550b2535279,../../_data/audios/common_voice_en_1092.wav,READY,How long would the interview take?
9162a65b-2895-4478-aca1-0dc306ea41be,../../_data/audios/common_voice_en_10968.wav,READY,It was Starlight and I explained the signs of the Zodiac to her.
8917a8e7-99d9-49d1-b02e-adecb069f928,../../_data/audios/common_voice_en_10970.wav,READY,"If you start your emails with Greetings, let me be the first to welcome you to earth"
0515eef6-da03-493f-8940-76053a2207dc,../../_data/audios/common_voice_en_10972.wav,READY,But they were not there.
a2abb5a3-6bdb-4f23-b391-9c4cdbb09052,../../_data/audios/common_voice_en_10975.wav,READY,All that time the Martians must have been getting ready.
f9e45c7e-0225-44b3-86a7-4569075aff59,../../_data/audios/common_voice_en_10976.wav,READY,Some of the grey ash was falling off the circular edge.
0f569837-d381-49c2-af21-dce9e5d1c92d,../../_data/audios/common_voice_en_10977.wav,READY,"Coming home, a party of tourists passed us, singing and playing music."
5729ff74-6851-4e8f-bd64-0431fe5f367d,../../_data/audios/common_voice_en_10978.wav,READY,"They looked for the fallen mass, but found nothing."
6068dee5-7ce1-4cd6-aacf-5ae6891a302b,../../_data/audios/common_voice_en_1098.wav,READY,You've been doing mighty good work lately.
682de623-80e9-481a-b273-a4e10ebb521c,../../_data/audios/common_voice_en_10980.wav,READY,Some went away while I was there and other people came.
1eedfd57-c5b2-4b00-8a68-9640ac051826,../../_data/audios/common_voice_en_10985.wav,READY,They set off running wildly into the trees.
cf4fee84-4fdf-4f50-a09a-acc67c92fb18,../../_data/audios/common_voice_en_10982.wav,READY,The first rule of Don't Fight Club is Let's Talk About It.
a5fe3d90-8d6a-4052-8a5e-a7d15ecb6a3d,../../_data/audios/common_voice_en_10986.wav,READY,I wished I had a light to smoke by.
8253bd08-8719-434b-b25f-91be806f8601,../../_data/audios/common_voice_en_10988.wav,READY,"You should see the other guy, specifically how good at fighting he is."
1b95ce7b-2c73-43b4-aa9c-43f1792c39c6,../../_data/audios/common_voice_en_10991.wav,READY,The level ground was blackened as far as one could see and it was still giving off smoke.
